,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-rh,temporalpole-rh
frontalpole-rh,0.3197530864197531,0.10987654320987654,0.10740740740740741,0.12098765432098765,0.14074074074074075,0.09012345679012346,0.09876543209876543,0.012345679012345678
fusiform-lh,0.1430745814307458,0.1476407914764079,0.1400304414003044,0.1445966514459665,0.15220700152207,0.1187214611872146,0.1293759512937595,0.0243531202435312
insula-lh,0.13544668587896252,0.14265129682997119,0.14985590778097982,0.13256484149855907,0.1440922190201729,0.12968299711815562,0.1340057636887608,0.03170028818443804
insula-rh,0.15097402597402598,0.1444805194805195,0.13636363636363635,0.16071428571428573,0.15422077922077923,0.11363636363636363,0.125,0.01461038961038961
isthmuscingulate-rh,0.1623931623931624,0.1339031339031339,0.13105413105413105,0.1452991452991453,0.17663817663817663,0.1111111111111111,0.12108262108262108,0.018518518518518517
lateraloccipital-rh,0.12442396313364056,0.13210445468509985,0.14746543778801843,0.11981566820276497,0.13210445468509985,0.15053763440860216,0.14746543778801843,0.04608294930875576
pericalcarine-rh,0.13109756097560976,0.14176829268292682,0.1448170731707317,0.12957317073170732,0.13871951219512196,0.13414634146341464,0.1448170731707317,0.0350609756097561
temporalpole-rh,0.03867403314917127,0.06077348066298342,0.08287292817679558,0.03591160220994475,0.049723756906077346,0.10497237569060773,0.08011049723756906,0.5469613259668509
