,fusiform-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
fusiform-rh,0.17248459958932238,0.15195071868583163,0.13347022587268995,0.12114989733059549,0.09856262833675565,0.14989733059548255,0.057494866529774126,0.11498973305954825
inferiortemporal-rh,0.14967462039045554,0.1735357917570499,0.11713665943600868,0.1475054229934924,0.07158351409978309,0.16919739696312364,0.028199566160520606,0.14316702819956617
insula-rh,0.12476007677543186,0.11900191938579655,0.16506717850287908,0.10940499040307101,0.12476007677543186,0.12667946257197696,0.08637236084452975,0.14395393474088292
isthmuscingulate-rh,0.1372093023255814,0.16046511627906976,0.11395348837209303,0.1697674418604651,0.06511627906976744,0.16511627906976745,0.04186046511627907,0.14651162790697675
lateralorbitofrontal-rh,0.12121212121212122,0.08874458874458875,0.15800865800865802,0.07792207792207792,0.19264069264069264,0.09740259740259741,0.1471861471861472,0.11688311688311688
parahippocampal-rh,0.147239263803681,0.16973415132924335,0.11860940695296524,0.14519427402862986,0.07566462167689161,0.16768916155419222,0.034764826175869123,0.1411042944785276
temporalpole-rh,0.10404624277456648,0.06069364161849711,0.1531791907514451,0.06358381502890173,0.1994219653179191,0.07225433526011561,0.24855491329479767,0.09826589595375723
transversetemporal-rh,0.11642411642411643,0.13721413721413722,0.1392931392931393,0.1392931392931393,0.09563409563409564,0.14345114345114346,0.056133056133056136,0.17255717255717257
