,Fz,P3,Fp2,AF7,PO3,POz,PO4,PO8
Fz,0.8482142857142857,0.0,0.0,0.0,0.0,0.0,0.15178571428571427,0.0
P3,0.0,0.3220338983050847,0.3389830508474576,0.0,0.0,0.3389830508474576,0.0,0.0
Fp2,0.0,0.05333333333333334,0.528,0.0,0.0,0.4186666666666667,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.056179775280898875,0.4410112359550562,0.0,0.0,0.5028089887640449,0.0,0.0
PO4,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
