,Fp1,P3,O1,Fp2,PO3,PO4,PO8,AF8
Fp1,0.33191489361702126,0.0,0.0,0.33404255319148934,0.0,0.0,0.0,0.33404255319148934
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.24058416602613375,0.0,0.0,0.3858570330514988,0.0,0.0,0.0,0.37355880092236743
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.24076923076923076,0.0,0.0,0.37461538461538463,0.0,0.0,0.0,0.38461538461538464
