,Fz,P3,Fp2,AF7,PO3,POz,PO4,PO8
Fz,0.615916955017301,0.0,0.0,0.0,0.0,0.0,0.38408304498269896,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.8275862068965517,0.0,0.0,0.0,0.0,0.1724137931034483
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.502262443438914,0.0,0.0,0.0,0.0,0.0,0.497737556561086,0.0
PO8,0.0,0.0,0.4230769230769231,0.0,0.0,0.0,0.0,0.5769230769230769
