,caudalmiddlefrontal-rh,cuneus-lh,lingual-rh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh,transversetemporal-rh
caudalmiddlefrontal-rh,0.3893805309734513,0.0,0.1504424778761062,0.1592920353982301,0.1504424778761062,0.1504424778761062,0.0,0.0
cuneus-lh,0.0,0.5252525252525253,0.20202020202020202,0.0707070707070707,0.020202020202020204,0.04040404040404041,0.0,0.1414141414141414
lingual-rh,0.12389380530973451,0.17699115044247787,0.37168141592920356,0.19469026548672566,0.035398230088495575,0.0,0.0,0.09734513274336283
parahippocampal-rh,0.11627906976744186,0.08527131782945736,0.21705426356589147,0.3798449612403101,0.07751937984496124,0.015503875968992248,0.0,0.10852713178294573
pericalcarine-lh,0.125,0.058333333333333334,0.06666666666666667,0.13333333333333333,0.4083333333333333,0.175,0.0,0.03333333333333333
pericalcarine-rh,0.13541666666666666,0.052083333333333336,0.0,0.0625,0.2708333333333333,0.46875,0.0,0.010416666666666666
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.2054794520547945,0.1643835616438356,0.136986301369863,0.0273972602739726,0.0,0.0,0.4657534246575342
