,entorhinal-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.5885416666666666,0.0,0.0,0.015625,0.0,0.0,0.3489583333333333,0.046875
frontalpole-lh,0.0,0.984,0.016,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.9150943396226415,0.04716981132075472,0.018867924528301886,0.018867924528301886,0.0,0.0
lateraloccipital-lh,0.008064516129032258,0.0,0.04032258064516129,0.6290322580645161,0.29838709677419356,0.024193548387096774,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.19444444444444445,0.7,0.10555555555555556,0.0,0.0
temporalpole-lh,0.0,0.0,0.03816793893129771,0.03816793893129771,0.16030534351145037,0.7633587786259542,0.0,0.0
temporalpole-rh,0.3388888888888889,0.0,0.0,0.0,0.005555555555555556,0.0,0.6555555555555556,0.0
transversetemporal-rh,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.8444444444444444
