,bankssts-lh,fusiform-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-lh
bankssts-lh,0.9512195121951219,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
fusiform-rh,0.051470588235294115,0.7132352941176471,0.022058823529411766,0.0,0.11764705882352941,0.0,0.03676470588235294,0.058823529411764705
isthmuscingulate-rh,0.018518518518518517,0.0,0.6203703703703703,0.0,0.16666666666666666,0.0,0.0,0.19444444444444445
medialorbitofrontal-lh,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.23529411764705882,0.0
parahippocampal-rh,0.0,0.14728682170542637,0.13953488372093023,0.0,0.6434108527131783,0.0,0.0,0.06976744186046512
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.06493506493506493,0.0,0.1038961038961039,0.0,0.0,0.8311688311688312,0.0
temporalpole-lh,0.0,0.03076923076923077,0.2153846153846154,0.0,0.08461538461538462,0.0,0.0,0.6692307692307692
