,cuneus-lh,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,pericalcarine-rh,posteriorcingulate-rh,temporalpole-lh
cuneus-lh,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.358974358974359,0.0,0.0,0.0,0.28205128205128205,0.0,0.358974358974359
frontalpole-lh,0.0,0.0,0.5,0.3,0.2,0.0,0.0,0.0
frontalpole-rh,0.030303030303030304,0.0,0.2727272727272727,0.5454545454545454,0.15151515151515152,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.125,0.09375,0.65625,0.125,0.0,0.0
pericalcarine-rh,0.0,0.24444444444444444,0.0,0.0,0.022222222222222223,0.4888888888888889,0.0,0.24444444444444444
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-lh,0.0,0.36585365853658536,0.0,0.0,0.0,0.2682926829268293,0.0,0.36585365853658536
