,entorhinal-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-lh,middletemporal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.3,0.0,0.3,0.0,0.28,0.0,0.08,0.04
inferiortemporal-rh,0.0,0.49122807017543857,0.0,0.0,0.017543859649122806,0.15789473684210525,0.08771929824561403,0.24561403508771928
insula-rh,0.16,0.02666666666666667,0.37333333333333335,0.0,0.25333333333333335,0.0,0.17333333333333334,0.013333333333333334
isthmuscingulate-lh,0.0,0.0,0.0,0.4666666666666667,0.0,0.5333333333333333,0.0,0.0
middletemporal-rh,0.21333333333333335,0.04,0.28,0.0,0.3466666666666667,0.0,0.05333333333333334,0.06666666666666667
parahippocampal-rh,0.0,0.08196721311475409,0.01639344262295082,0.13114754098360656,0.04918032786885246,0.4426229508196721,0.0,0.2786885245901639
temporalpole-rh,0.027777777777777776,0.25,0.25,0.0,0.027777777777777776,0.0,0.4444444444444444,0.0
transversetemporal-rh,0.08450704225352113,0.14084507042253522,0.04225352112676056,0.0,0.1267605633802817,0.19718309859154928,0.0,0.4084507042253521
