,entorhinal-lh,inferiortemporal-lh,lateraloccipital-lh,pericalcarine-lh,posteriorcingulate-lh,posteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
entorhinal-lh,0.5542857142857143,0.32,0.022857142857142857,0.0,0.0,0.0,0.0,0.10285714285714286
inferiortemporal-lh,0.2912621359223301,0.587378640776699,0.019417475728155338,0.0048543689320388345,0.0,0.0,0.0,0.0970873786407767
lateraloccipital-lh,0.016,0.024,0.696,0.192,0.072,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.12352941176470589,0.711764705882353,0.16470588235294117,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.058823529411764705,0.23529411764705882,0.5490196078431373,0.11764705882352941,0.0392156862745098,0.0
posteriorcingulate-rh,0.0,0.0,0.011627906976744186,0.0,0.12790697674418605,0.8604651162790697,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.9761904761904762,0.0
temporalpole-lh,0.15079365079365079,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.626984126984127
