,entorhinal-rh,inferiortemporal-rh,insula-rh,isthmuscingulate-lh,middletemporal-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.4503311258278146,0.0,0.2251655629139073,0.0,0.11258278145695365,0.10596026490066225,0.09271523178807947,0.013245033112582781
inferiortemporal-rh,0.0,0.48739495798319327,0.0,0.01680672268907563,0.16806722689075632,0.09243697478991597,0.11764705882352941,0.11764705882352941
insula-rh,0.22137404580152673,0.030534351145038167,0.40458015267175573,0.0,0.16030534351145037,0.0,0.17557251908396945,0.007633587786259542
isthmuscingulate-lh,0.0,0.01694915254237288,0.0,0.7796610169491526,0.0,0.1694915254237288,0.03389830508474576,0.0
middletemporal-rh,0.16058394160583941,0.12408759124087591,0.18248175182481752,0.0,0.4306569343065693,0.0,0.051094890510948905,0.051094890510948905
parahippocampal-rh,0.12121212121212122,0.06060606060606061,0.010101010101010102,0.1111111111111111,0.030303030303030304,0.4444444444444444,0.050505050505050504,0.1717171717171717
temporalpole-rh,0.04032258064516129,0.20967741935483872,0.12096774193548387,0.03225806451612903,0.08870967741935484,0.008064516129032258,0.5,0.0
transversetemporal-rh,0.0975609756097561,0.12195121951219512,0.04878048780487805,0.0,0.15853658536585366,0.17073170731707318,0.0,0.4024390243902439
