,frontalpole-lh,fusiform-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
frontalpole-lh,0.8365384615384616,0.0,0.0,0.0,0.0,0.16346153846153846,0.0,0.0
fusiform-lh,0.0,0.4111111111111111,0.21666666666666667,0.027777777777777776,0.2611111111111111,0.016666666666666666,0.0,0.06666666666666667
parahippocampal-lh,0.0,0.25280898876404495,0.43820224719101125,0.02247191011235955,0.16853932584269662,0.011235955056179775,0.0,0.10674157303370786
parahippocampal-rh,0.0,0.03076923076923077,0.023076923076923078,0.7615384615384615,0.12307692307692308,0.0,0.0,0.06153846153846154
pericalcarine-lh,0.0,0.26519337016574585,0.16022099447513813,0.08287292817679558,0.430939226519337,0.0,0.0,0.06077348066298342
rostralanteriorcingulate-lh,0.14049586776859505,0.03305785123966942,0.0,0.0,0.0,0.8264462809917356,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.09497206703910614,0.11173184357541899,0.0111731843575419,0.07262569832402235,0.0,0.0,0.7094972067039106
