,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22758620689655173,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.04055496264674493,0.0416221985058698,0.0416221985058698,0.0,0.0416221985058698,0.0,0.0,0.0,0.0,0.0416221985058698,0.0416221985058698,0.0416221985058698,0.0416221985058698,0.0416221985058698,0.0416221985058698,0.0,0.0416221985058698,0.0,0.0,0.0,0.0,0.0,0.0416221985058698,0.0416221985058698,0.02774813233724653,0.0416221985058698,0.0416221985058698,0.0416221985058698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416221985058698,0.0416221985058698,0.0,0.0,0.0416221985058698,0.0,0.0,0.0,0.0,0.0416221985058698,0.0,0.0,0.0,0.0416221985058698,0.0,0.0,0.0416221985058698,0.0,0.0,0.0416221985058698,0.0,0.0,0.0,0.016008537886873
F3,0.0,0.017988929889298892,0.06457564575645756,0.03413284132841329,0.0,0.030904059040590407,0.0,0.0,0.0,0.0,0.0470479704797048,0.06549815498154982,0.03367158671586716,0.03459409594095941,0.06088560885608856,0.0272140221402214,0.0,0.023062730627306273,0.0,0.0,0.0,0.0,0.0,0.05212177121771218,0.06365313653136531,0.013837638376383764,0.06549815498154982,0.03274907749077491,0.03459409594095941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05719557195571956,0.06273062730627306,0.0,0.0,0.06411439114391145,0.0,0.0,0.0,0.0,0.03136531365313653,0.0,0.0,0.0,0.01937269372693727,0.0,0.0,0.03228782287822878,0.0,0.0,0.02214022140221402,0.0,0.0,0.0,0.008763837638376383
FT9,0.0,0.02287390029325513,0.04340175953079179,0.11671554252199413,0.0,0.03929618768328446,0.0,0.0,0.0,0.0,0.04164222873900293,0.04340175953079179,0.04222873900293255,0.04222873900293255,0.04164222873900293,0.03460410557184751,0.0,0.02932551319648094,0.0,0.0,0.0,0.0,0.0,0.04222873900293255,0.04340175953079179,0.017595307917888565,0.04340175953079179,0.04164222873900293,0.04222873900293255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04340175953079179,0.04281524926686217,0.0,0.0,0.04340175953079179,0.0,0.0,0.0,0.0,0.03812316715542522,0.0,0.0,0.0,0.02463343108504399,0.0,0.0,0.04046920821114369,0.0,0.0,0.0281524926686217,0.0,0.0,0.0,0.011143695014662757
FC5,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.026244952893674293,0.04508748317631225,0.04508748317631225,0.0,0.04441453566621804,0.0,0.0,0.0,0.0,0.04508748317631225,0.04508748317631225,0.04508748317631225,0.04508748317631225,0.04508748317631225,0.039703903095558546,0.0,0.033647375504710635,0.0,0.0,0.0,0.0,0.0,0.04508748317631225,0.04508748317631225,0.020188425302826378,0.04508748317631225,0.04508748317631225,0.04508748317631225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04508748317631225,0.04508748317631225,0.0,0.0,0.04508748317631225,0.0,0.0,0.0,0.0,0.04172274562584118,0.0,0.0,0.0,0.02826379542395693,0.0,0.0,0.04441453566621804,0.0,0.0,0.03230148048452221,0.0,0.0,0.0,0.01278600269179004
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06677524429967427,0.06840390879478828,0.0,0.0,0.0,0.0,0.0,0.0,0.0016286644951140066,0.0,0.0,0.0,0.04804560260586319,0.06840390879478828,0.004885993485342019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028501628664495113,0.0,0.05456026058631922,0.0,0.06596091205211727,0.06840390879478828,0.0,0.0,0.06596091205211727,0.06840390879478828,0.0,0.028501628664495113,0.0008143322475570033,0.04478827361563518,0.0,0.0,0.008957654723127036,0.04723127035830619,0.0016286644951140066,0.0,0.06840390879478828,0.0,0.0,0.050488599348534204,0.06840390879478828,0.0,0.06351791530944625,0.0,0.007328990228013029,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061299852289512555,0.08493353028064993,0.0,0.0,0.0,0.0,0.0,0.0,0.0014771048744460858,0.0,0.0,0.0,0.04357459379615953,0.0775480059084195,0.004431314623338257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258493353028065,0.0,0.04948301329394387,0.0,0.060561299852289516,0.06868537666174299,0.0,0.0,0.06277695716395865,0.07902511078286559,0.0,0.0258493353028065,0.0007385524372230429,0.04062038404726736,0.0,0.0,0.00812407680945347,0.04283604135893648,0.0014771048744460858,0.0,0.06573116691285082,0.0,0.0,0.050221565731166914,0.07533234859675036,0.0,0.06277695716395865,0.0,0.0066469719350073855,0.0
