,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.06040268456375839,0.0,0.05465004793863854,0.0,0.05560882070949185,0.0,0.0,0.061361457334611694,0.05656759348034516,0.0,0.0,0.0,0.0,0.0364333652924257,0.061361457334611694,0.0,0.0,0.0,0.061361457334611694,0.0,0.0,0.0,0.05656759348034516,0.0,0.0,0.02109300095877277,0.059443911792905084,0.052732502396931925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061361457334611694,0.04793863854266539,0.0,0.02205177372962608,0.0,0.0,0.061361457334611694,0.0,0.0,0.0,0.0,0.0,0.0,0.061361457334611694,0.0,0.0,0.0,0.0,0.0,0.05081495685522531,0.0,0.0,0.05752636625119847,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.05943691345151199,0.0,0.058394160583941604,0.0,0.05735140771637122,0.0,0.0,0.05943691345151199,0.05526590198123045,0.0,0.0,0.0,0.0,0.03962460896767466,0.05943691345151199,0.0,0.0,0.0,0.05943691345151199,0.0,0.0,0.0,0.05526590198123045,0.0,0.0,0.022940563086548488,0.058394160583941604,0.056308654848800835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05943691345151199,0.051094890510948905,0.0,0.023983315954118872,0.0,0.0,0.05943691345151199,0.0,0.0,0.0,0.0,0.0,0.0,0.05943691345151199,0.0,0.0,0.0,0.0,0.0,0.049009384775808136,0.0,0.0,0.056308654848800835,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.059123343527013254,0.0,0.0581039755351682,0.0,0.0581039755351682,0.0,0.0,0.059123343527013254,0.05606523955147808,0.0,0.0,0.0,0.0,0.03873598369011213,0.059123343527013254,0.0,0.0,0.0,0.059123343527013254,0.0,0.0,0.0,0.05606523955147808,0.0,0.0,0.022426095820591234,0.059123343527013254,0.05606523955147808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059123343527013254,0.0509683995922528,0.0,0.023445463812436288,0.0,0.0,0.059123343527013254,0.0,0.0,0.0,0.0,0.0,0.0,0.059123343527013254,0.0,0.0,0.0,0.0,0.0,0.04994903160040775,0.0,0.0,0.05708460754332314,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.16531165311653118,0.02981029810298103,0.0,0.0,0.16260162601626016,0.0,0.0,0.0,0.0,0.0,0.0,0.07317073170731707,0.0,0.0,0.018970189701897018,0.02168021680216802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01084010840108401,0.0,0.0,0.17073170731707318,0.0,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02981029810298103,0.0,0.0,0.0,0.0,0.0,0.0,0.032520325203252036,0.0,0.024390243902439025,0.0,0.08401084010840108,0.0,0.0,0.16802168021680217,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.09917355371900827,0.09090909090909091,0.0,0.0,0.08264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.01652892561983471,0.0,0.0,0.05785123966942149,0.06611570247933884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03305785123966942,0.0,0.0,0.09917355371900827,0.0,0.024793388429752067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.09917355371900827,0.0,0.0743801652892562,0.0,0.06611570247933884,0.0,0.0,0.09917355371900827,0.0
TP9,0.0,0.0579185520361991,0.0,0.051583710407239816,0.0,0.05248868778280543,0.0,0.0,0.06968325791855204,0.05339366515837104,0.0,0.0,0.0,0.0,0.034389140271493215,0.06877828054298643,0.0,0.0,0.0,0.06153846153846154,0.0,0.0,0.0,0.05429864253393665,0.0,0.0,0.019909502262443438,0.05972850678733032,0.049773755656108594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06425339366515836,0.04524886877828054,0.0,0.02081447963800905,0.0,0.0,0.06244343891402715,0.0,0.0,0.0,0.0,0.0,0.0,0.06787330316742081,0.0,0.0,0.0,0.0,0.0,0.048868778280542986,0.0,0.0,0.05701357466063348,0.0,0.0
CP5,0.0,0.05905905905905906,0.0,0.055055055055055056,0.0,0.057057057057057055,0.0,0.0,0.05905905905905906,0.05805805805805806,0.0,0.0,0.0,0.0,0.03803803803803804,0.05905905905905906,0.0,0.0,0.0,0.05905905905905906,0.0,0.0,0.0,0.05805805805805806,0.0,0.0,0.022022022022022022,0.05905905905905906,0.055055055055055056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05905905905905906,0.05005005005005005,0.0,0.023023023023023025,0.0,0.0,0.05905905905905906,0.0,0.0,0.0,0.0,0.0,0.0,0.05905905905905906,0.0,0.0,0.0,0.0,0.0,0.05205205205205205,0.0,0.0,0.05905905905905906,0.0,0.0
