,entorhinal-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-lh,temporalpole-lh
entorhinal-lh,0.37209302325581395,0.0,0.0,0.0,0.32558139534883723,0.18604651162790697,0.0,0.11627906976744186
frontalpole-rh,0.0,0.2549019607843137,0.27450980392156865,0.0,0.0,0.21568627450980393,0.2549019607843137,0.0
isthmuscingulate-rh,0.0,0.25,0.28846153846153844,0.0,0.0,0.21153846153846154,0.25,0.0
lateralorbitofrontal-lh,0.05263157894736842,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.2608695652173913,0.0,0.0,0.0,0.34782608695652173,0.1956521739130435,0.0,0.1956521739130435
parsorbitalis-lh,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,0.10714285714285714,0.30952380952380953,0.14285714285714285,0.08333333333333333
pericalcarine-lh,0.0,0.2549019607843137,0.27450980392156865,0.0,0.0,0.21568627450980393,0.2549019607843137,0.0
temporalpole-lh,0.0967741935483871,0.0,0.0,0.0,0.22580645161290322,0.16129032258064516,0.0,0.5161290322580645
