,Fp1,TP9,CP1,F4,F8,Fp2,AF7,AF4
Fp1,0.43131868131868134,0.0,0.0,0.0,0.19505494505494506,0.37362637362637363,0.0,0.0
TP9,0.0,0.49707602339181284,0.0,0.0,0.25146198830409355,0.25146198830409355,0.0,0.0
CP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.06540284360189573,0.03886255924170616,0.0,0.0,0.6691943127962086,0.22654028436018958,0.0,0.0
Fp2,0.18585298196948682,0.056865464632454926,0.0,0.0,0.3356449375866852,0.42163661581137307,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
