,frontalpole-lh,fusiform-rh,insula-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.25704225352112675,0.01056338028169014,0.20774647887323944,0.014084507042253521,0.11971830985915492,0.0528169014084507,0.09154929577464789,0.24647887323943662
fusiform-rh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
insula-lh,0.2265625,0.01171875,0.2265625,0.015625,0.1328125,0.05859375,0.1015625,0.2265625
isthmuscingulate-rh,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
parahippocampal-lh,0.18333333333333332,0.016666666666666666,0.18333333333333332,0.022222222222222223,0.18333333333333332,0.08333333333333333,0.14444444444444443,0.18333333333333332
parahippocampal-rh,0.15384615384615385,0.03296703296703297,0.15384615384615385,0.04395604395604396,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
rostralanteriorcingulate-lh,0.17006802721088435,0.02040816326530612,0.17006802721088435,0.027210884353741496,0.17006802721088435,0.10204081632653061,0.17006802721088435,0.17006802721088435
rostralanteriorcingulate-rh,0.24731182795698925,0.010752688172043012,0.2114695340501792,0.014336917562724014,0.12186379928315412,0.053763440860215055,0.0931899641577061,0.24731182795698925
