,FT9,FC1,T7,O1,F1,FT7,TP7,AF8
FT9,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0
AF8,0.0,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.8260869565217391
