,bankssts-lh,bankssts-rh,entorhinal-lh,frontalpole-lh,lateraloccipital-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh
bankssts-lh,0.4230769230769231,0.0,0.17307692307692307,0.0,0.0,0.27884615384615385,0.125,0.0
bankssts-rh,0.0,0.7586206896551724,0.0,0.0,0.0,0.0,0.08620689655172414,0.15517241379310345
entorhinal-lh,0.13953488372093023,0.023255813953488372,0.6162790697674418,0.0,0.0,0.1744186046511628,0.046511627906976744,0.0
frontalpole-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.0,0.855072463768116,0.0,0.043478260869565216,0.10144927536231885
parahippocampal-lh,0.22857142857142856,0.0,0.19047619047619047,0.0,0.0,0.47619047619047616,0.10476190476190476,0.0
parahippocampal-rh,0.14545454545454545,0.00909090909090909,0.03636363636363636,0.0,0.06363636363636363,0.13636363636363635,0.5181818181818182,0.09090909090909091
pericalcarine-lh,0.0,0.03529411764705882,0.0,0.0,0.12941176470588237,0.0,0.17647058823529413,0.6588235294117647
