,bankssts-lh,entorhinal-lh,frontalpole-lh,fusiform-lh,lateraloccipital-lh,middletemporal-lh,parahippocampal-lh,pericalcarine-lh
bankssts-lh,0.45,0.2,0.0,0.1,0.0,0.225,0.025,0.0
entorhinal-lh,0.09836065573770492,0.2786885245901639,0.0,0.22950819672131148,0.09836065573770492,0.22131147540983606,0.0,0.07377049180327869
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.06363636363636363,0.2818181818181818,0.0,0.2727272727272727,0.09090909090909091,0.22727272727272727,0.0,0.06363636363636363
lateraloccipital-lh,0.0,0.1951219512195122,0.0,0.17073170731707318,0.24390243902439024,0.18292682926829268,0.0,0.2073170731707317
middletemporal-lh,0.09701492537313433,0.23880597014925373,0.0,0.19402985074626866,0.11940298507462686,0.2537313432835821,0.0,0.09701492537313433
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pericalcarine-lh,0.0,0.15853658536585366,0.0,0.13414634146341464,0.25609756097560976,0.1951219512195122,0.0,0.25609756097560976
