,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,inferiortemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5,0.0,0.0,0.0,0.0,0.05555555555555555,0.4444444444444444
frontalpole-rh,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0
fusiform-lh,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.0,0.25,0.6875,0.0625,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078
rostralanteriorcingulate-rh,0.0,0.25,0.0,0.0,0.0,0.0,0.20833333333333334,0.5416666666666666
