,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,precentral-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.6571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.2,0.0
postcentral-lh,0.0,0.6666666666666666,0.0,0.0,0.03333333333333333,0.0,0.3,0.0
postcentral-rh,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0
precentral-lh,0.0,0.0,0.0,0.52,0.0,0.12,0.08,0.28
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.8260869565217391,0.08695652173913043,0.043478260869565216,0.043478260869565216
superiorparietal-lh,0.06818181818181818,0.0,0.11363636363636363,0.022727272727272728,0.0,0.6590909090909091,0.09090909090909091,0.045454545454545456
superiorparietal-rh,0.08771929824561403,0.08771929824561403,0.0,0.07017543859649122,0.05263157894736842,0.14035087719298245,0.5087719298245614,0.05263157894736842
superiortemporal-lh,0.0,0.0,0.0,0.2413793103448276,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.41379310344827586
