,bankssts-rh,entorhinal-lh,middletemporal-lh,parsorbitalis-lh,pericalcarine-lh,posteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
bankssts-rh,0.775,0.125,0.05,0.0,0.0,0.05,0.0,0.0
entorhinal-lh,0.12389380530973451,0.584070796460177,0.017699115044247787,0.0,0.08849557522123894,0.0,0.18584070796460178,0.0
middletemporal-lh,0.0392156862745098,0.0,0.9607843137254902,0.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.8313253012048193,0.0,0.1566265060240964,0.0,0.012048192771084338
pericalcarine-lh,0.0,0.14634146341463414,0.0,0.0,0.8536585365853658,0.0,0.0,0.0
posteriorcingulate-rh,0.030612244897959183,0.0,0.0,0.10204081632653061,0.0,0.8673469387755102,0.0,0.0
temporalpole-lh,0.0,0.3709677419354839,0.0,0.0,0.0,0.0,0.6290322580645161,0.0
transversetemporal-rh,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.9302325581395349
