,bankssts-rh,cuneus-rh,entorhinal-lh,inferiortemporal-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-lh
bankssts-rh,0.4583333333333333,0.0,0.07291666666666667,0.03125,0.125,0.19791666666666666,0.0,0.11458333333333333
cuneus-rh,0.0,0.6528925619834711,0.0,0.0,0.0,0.05785123966942149,0.2892561983471074,0.0
entorhinal-lh,0.041666666666666664,0.008333333333333333,0.4666666666666667,0.14166666666666666,0.15833333333333333,0.13333333333333333,0.05,0.0
inferiortemporal-rh,0.009708737864077669,0.0,0.14563106796116504,0.39805825242718446,0.27184466019417475,0.17475728155339806,0.0,0.0
isthmuscingulate-rh,0.05925925925925926,0.0,0.14814814814814814,0.23703703703703705,0.3111111111111111,0.22962962962962963,0.014814814814814815,0.0
parahippocampal-rh,0.08982035928143713,0.029940119760479042,0.10778443113772455,0.1317365269461078,0.20958083832335328,0.4311377245508982,0.0,0.0
pericalcarine-rh,0.0,0.35537190082644626,0.049586776859504134,0.0,0.008264462809917356,0.0,0.5867768595041323,0.0
temporalpole-lh,0.24528301886792453,0.0,0.0,0.0,0.0,0.0,0.0,0.7547169811320755
