,bankssts-rh,caudalanteriorcingulate-rh,entorhinal-rh,frontalpole-lh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.7677419354838709,0.0,0.03225806451612903,0.0,0.16129032258064516,0.01935483870967742,0.01935483870967742,0.0
caudalanteriorcingulate-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-rh,0.028455284552845527,0.0,0.5121951219512195,0.08536585365853659,0.10569105691056911,0.1016260162601626,0.0975609756097561,0.06910569105691057
frontalpole-lh,0.0,0.0,0.08085106382978724,0.5063829787234042,0.02127659574468085,0.05531914893617021,0.15319148936170213,0.1829787234042553
parahippocampal-rh,0.10396039603960396,0.0,0.18811881188118812,0.034653465346534656,0.5841584158415841,0.0,0.07425742574257425,0.01485148514851485
parsorbitalis-lh,0.02631578947368421,0.0,0.12105263157894737,0.05789473684210526,0.0,0.6894736842105263,0.031578947368421054,0.07368421052631578
rostralanteriorcingulate-lh,0.00392156862745098,0.0,0.09411764705882353,0.1568627450980392,0.050980392156862744,0.023529411764705882,0.4235294117647059,0.24705882352941178
rostralanteriorcingulate-rh,0.0,0.0,0.05639097744360902,0.14661654135338345,0.0037593984962406013,0.06015037593984962,0.20676691729323307,0.5263157894736842
