,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2894736842105263,0.3157894736842105,0.0,0.0,0.0,0.0,0.21052631578947367,0.18421052631578946
frontalpole-rh,0.2222222222222222,0.3148148148148148,0.0,0.0,0.0,0.0,0.2222222222222222,0.24074074074074073
fusiform-lh,0.0,0.0,0.33043478260869563,0.3391304347826087,0.0,0.33043478260869563,0.0,0.0
lingual-lh,0.0,0.0,0.3153153153153153,0.34234234234234234,0.0,0.34234234234234234,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.3148148148148148,0.3425925925925926,0.0,0.3425925925925926,0.0,0.0
rostralanteriorcingulate-lh,0.13333333333333333,0.24444444444444444,0.0,0.0,0.0,0.0,0.28888888888888886,0.3333333333333333
rostralanteriorcingulate-rh,0.10204081632653061,0.20408163265306123,0.0,0.0,0.0,0.0,0.24489795918367346,0.4489795918367347
