,cuneus-rh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-rh,0.35,0.0,0.0,0.17083333333333334,0.2375,0.24166666666666667,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.22674418604651161,0.0,0.0,0.27906976744186046,0.2441860465116279,0.25,0.0,0.0
pericalcarine-lh,0.23931623931623933,0.0,0.0,0.19658119658119658,0.2863247863247863,0.2777777777777778,0.0,0.0
pericalcarine-rh,0.24152542372881355,0.0,0.0,0.18220338983050846,0.2627118644067797,0.3135593220338983,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.6323529411764706,0.36764705882352944
rostralanteriorcingulate-rh,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.22826086956521738,0.7608695652173914
