,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.4344262295081967,0.19398907103825136,0.0,0.0,0.0,0.0,0.18032786885245902,0.1912568306010929
frontalpole-rh,0.19458128078817735,0.3620689655172414,0.0,0.0,0.0,0.0,0.17733990147783252,0.2660098522167488
fusiform-lh,0.0,0.0,0.3372093023255814,0.33488372093023255,0.0,0.32790697674418606,0.0,0.0
lingual-lh,0.0,0.0,0.3054892601431981,0.3532219570405728,0.0,0.3412887828162291,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.31026252983293556,0.3436754176610978,0.0,0.3460620525059666,0.0,0.0
rostralanteriorcingulate-lh,0.15730337078651685,0.19101123595505617,0.0,0.0,0.0,0.0,0.43258426966292135,0.21910112359550563
rostralanteriorcingulate-rh,0.17585301837270342,0.28346456692913385,0.0,0.0,0.0,0.0,0.2047244094488189,0.3359580052493438
