,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2564102564102564,0.2564102564102564,0.0,0.0,0.0,0.0,0.2564102564102564,0.23076923076923078
frontalpole-rh,0.2619047619047619,0.2857142857142857,0.0,0.0,0.0,0.0,0.23809523809523808,0.21428571428571427
fusiform-lh,0.0,0.0,0.328125,0.34375,0.0,0.328125,0.0,0.0
lingual-lh,0.0,0.0,0.3064516129032258,0.3870967741935484,0.0,0.3064516129032258,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.328125,0.34375,0.0,0.328125,0.0,0.0
rostralanteriorcingulate-lh,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
rostralanteriorcingulate-rh,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25
