,inferiorparietal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.2571428571428571,0.2,0.0,0.2857142857142857,0.05714285714285714,0.2,0.0,0.0
parstriangularis-rh,0.14634146341463414,0.2682926829268293,0.0,0.3170731707317073,0.17073170731707318,0.0975609756097561,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.4,0.0,0.04,0.24,0.2,0.12
superiorfrontal-rh,0.13559322033898305,0.2033898305084746,0.0,0.288135593220339,0.1864406779661017,0.1016949152542373,0.03389830508474576,0.05084745762711865
superiorparietal-lh,0.0,0.06976744186046512,0.06976744186046512,0.16279069767441862,0.3488372093023256,0.0,0.16279069767441862,0.18604651162790697
superiortemporal-rh,0.21428571428571427,0.14285714285714285,0.09523809523809523,0.19047619047619047,0.0,0.35714285714285715,0.0,0.0
supramarginal-lh,0.0,0.0,0.2413793103448276,0.0,0.1724137931034483,0.034482758620689655,0.3103448275862069,0.2413793103448276
supramarginal-rh,0.0,0.0,0.1724137931034483,0.034482758620689655,0.20689655172413793,0.0,0.3103448275862069,0.27586206896551724
