,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.4745762711864407,0.0,0.0,0.0,0.06779661016949153,0.0,0.423728813559322,0.03389830508474576
parsopercularis-lh,0.0,0.6097560975609756,0.07317073170731707,0.0,0.0,0.3170731707317073,0.0,0.0
postcentral-rh,0.0,0.10294117647058823,0.3382352941176471,0.0,0.0,0.36764705882352944,0.0,0.19117647058823528
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.38461538461538464,0.38461538461538464,0.0,0.0,0.23076923076923078
rostralmiddlefrontal-rh,0.07407407407407407,0.0,0.0,0.2962962962962963,0.3888888888888889,0.0,0.07407407407407407,0.16666666666666666
superiorparietal-rh,0.0,0.19047619047619047,0.27380952380952384,0.0,0.0,0.38095238095238093,0.0,0.15476190476190477
superiortemporal-rh,0.43859649122807015,0.0,0.0,0.0,0.07017543859649122,0.0,0.45614035087719296,0.03508771929824561
supramarginal-rh,0.0,0.0,0.21518987341772153,0.11392405063291139,0.11392405063291139,0.22784810126582278,0.0,0.3291139240506329
