,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.453125,0.0,0.015625,0.0625,0.0,0.0,0.296875,0.171875
postcentral-lh,0.0,0.6153846153846154,0.0,0.05128205128205128,0.0,0.3333333333333333,0.0,0.0
postcentral-rh,0.0,0.04,0.64,0.2,0.0,0.12,0.0,0.0
rostralmiddlefrontal-lh,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.3157894736842105,0.13157894736842105,0.05263157894736842,0.21052631578947367,0.17105263157894737
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.19230769230769232,0.3269230769230769,0.0,0.2692307692307692,0.21153846153846154
superiorparietal-lh,0.0,0.2619047619047619,0.07142857142857142,0.09523809523809523,0.0,0.5714285714285714,0.0,0.0
superiortemporal-rh,0.16666666666666666,0.0,0.0196078431372549,0.13725490196078433,0.12745098039215685,0.0,0.3627450980392157,0.18627450980392157
supramarginal-rh,0.16666666666666666,0.0,0.0,0.1527777777777778,0.125,0.0,0.2361111111111111,0.3194444444444444
