,FT9,FC1,TP9,Oz,P8,AF7,C1,P2
FT9,0.7454545454545455,0.0,0.0,0.0,0.21818181818181817,0.01818181818181818,0.01818181818181818,0.0
FC1,0.0,0.4166666666666667,0.0,0.0,0.0,0.5,0.0,0.08333333333333333
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.52,0.0,0.0,0.0,0.44,0.0,0.04,0.0
AF7,0.0,0.13333333333333333,0.0,0.0,0.0,0.7777777777777778,0.0,0.08888888888888889
C1,0.4,0.0,0.0,0.0,0.4,0.0,0.2,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.42857142857142855
