,FT9,FC1,TP9,Oz,P8,AF7,C1,P2
FT9,0.6923076923076923,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.10256410256410256
FC1,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.375,0.625,0.0,0.0,0.0,0.0,0.0
Oz,0.42105263157894735,0.0,0.0,0.3684210526315789,0.0,0.0,0.0,0.21052631578947367
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.36363636363636365,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.2727272727272727
