,FT9,FC1,TP9,Oz,P8,AF7,C1,P2
FT9,0.21875,0.171875,0.14583333333333334,0.21875,0.010416666666666666,0.21354166666666666,0.020833333333333332,0.0
FC1,0.1978021978021978,0.21978021978021978,0.14835164835164835,0.2032967032967033,0.02197802197802198,0.2032967032967033,0.005494505494505495,0.0
TP9,0.2028985507246377,0.17391304347826086,0.18840579710144928,0.2028985507246377,0.007246376811594203,0.2028985507246377,0.021739130434782608,0.0
Oz,0.21608040201005024,0.1708542713567839,0.1407035175879397,0.24120603015075376,0.005025125628140704,0.21105527638190955,0.01507537688442211,0.0
P8,0.0,0.0759493670886076,0.0,0.0,0.7468354430379747,0.0,0.17721518987341772,0.0
AF7,0.22164948453608246,0.17525773195876287,0.14432989690721648,0.22164948453608246,0.005154639175257732,0.21649484536082475,0.015463917525773196,0.0
C1,0.05555555555555555,0.0,0.027777777777777776,0.027777777777777776,0.4444444444444444,0.027777777777777776,0.4166666666666667,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
