,cuneus-rh,entorhinal-rh,frontalpole-lh,frontalpole-rh,middletemporal-lh,pericalcarine-lh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.90625,0.0,0.0,0.0,0.0,0.09375,0.0,0.0
entorhinal-rh,0.0,0.45121951219512196,0.0,0.15853658536585366,0.0,0.0,0.0,0.3902439024390244
frontalpole-lh,0.0,0.0,0.7014925373134329,0.14925373134328357,0.0,0.0,0.0,0.14925373134328357
frontalpole-rh,0.0,0.09259259259259259,0.12962962962962962,0.49074074074074076,0.0,0.0,0.0,0.28703703703703703
middletemporal-lh,0.0,0.0,0.0,0.0,0.926829268292683,0.0,0.07317073170731707,0.0
pericalcarine-lh,0.02702702702702703,0.0,0.0,0.0,0.0,0.972972972972973,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.22900763358778625,0.10687022900763359,0.2366412213740458,0.0,0.0,0.0,0.42748091603053434
