,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-lh
frontalpole-lh,0.6170212765957447,0.1702127659574468,0.0,0.02127659574468085,0.0,0.19148936170212766,0.0,0.0
frontalpole-rh,0.046875,0.3984375,0.0,0.15625,0.1171875,0.203125,0.078125,0.0
parahippocampal-rh,0.03333333333333333,0.0,0.9,0.0,0.0,0.0,0.06666666666666667,0.0
parsorbitalis-rh,0.0,0.17582417582417584,0.0,0.3956043956043956,0.18681318681318682,0.0989010989010989,0.14285714285714285,0.0
rostralanteriorcingulate-lh,0.0,0.09090909090909091,0.0,0.15454545454545454,0.4909090909090909,0.21818181818181817,0.045454545454545456,0.0
rostralanteriorcingulate-rh,0.041666666666666664,0.21666666666666667,0.0,0.125,0.225,0.39166666666666666,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.18421052631578946,0.07894736842105263,0.09210526315789473,0.013157894736842105,0.0,0.631578947368421,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
