,inferiortemporal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,middletemporal-lh,parahippocampal-lh,parsorbitalis-rh,temporalpole-rh
inferiortemporal-lh,0.4642857142857143,0.04285714285714286,0.0,0.1,0.1357142857142857,0.20714285714285716,0.0,0.05
insula-lh,0.04666666666666667,0.5933333333333334,0.22,0.006666666666666667,0.1,0.03333333333333333,0.0,0.0
isthmuscingulate-rh,0.012195121951219513,0.3170731707317073,0.5609756097560976,0.0,0.0975609756097561,0.012195121951219513,0.0,0.0
lingual-lh,0.045714285714285714,0.011428571428571429,0.0,0.5485714285714286,0.08571428571428572,0.30857142857142855,0.0,0.0
middletemporal-lh,0.0784313725490196,0.12418300653594772,0.0718954248366013,0.1111111111111111,0.4444444444444444,0.16993464052287582,0.0,0.0
parahippocampal-lh,0.09865470852017937,0.03139013452914798,0.0,0.24663677130044842,0.15246636771300448,0.47085201793721976,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.1044776119402985,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.8805970149253731
