,fusiform-rh,inferiortemporal-rh,insula-rh,lateralorbitofrontal-rh,lingual-rh,parahippocampal-rh,temporalpole-rh,transversetemporal-rh
fusiform-rh,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0
inferiortemporal-rh,0.04477611940298507,0.19402985074626866,0.08955223880597014,0.14925373134328357,0.13432835820895522,0.16417910447761194,0.14925373134328357,0.07462686567164178
insula-rh,0.0,0.16666666666666666,0.14583333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0625,0.125
lateralorbitofrontal-rh,0.0,0.18461538461538463,0.1076923076923077,0.16923076923076924,0.15384615384615385,0.18461538461538463,0.1076923076923077,0.09230769230769231
lingual-rh,0.0,0.17857142857142858,0.10714285714285714,0.17857142857142858,0.16071428571428573,0.17857142857142858,0.10714285714285714,0.08928571428571429
parahippocampal-rh,0.014705882352941176,0.19117647058823528,0.10294117647058823,0.16176470588235295,0.14705882352941177,0.17647058823529413,0.11764705882352941,0.08823529411764706
temporalpole-rh,0.075,0.2,0.025,0.125,0.1,0.15,0.325,0.0
transversetemporal-rh,0.0,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.046511627906976744,0.13953488372093023
