,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
postcentral-rh,0.0,0.0,0.35714285714285715,0.0,0.0,0.0,0.35714285714285715,0.2857142857142857
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.5151515151515151,0.48484848484848486,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
superiortemporal-lh,0.0,0.0,0.125,0.0,0.0,0.0,0.75,0.125
superiortemporal-rh,0.0,0.0,0.3157894736842105,0.0,0.0,0.0,0.3157894736842105,0.3684210526315789
