subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S05,Sess01,MOTOR_EXECUTION-LEFT,0.9708940049849141,0.9999999999999996,0.9118340876295422,1.0258706382001836,bootstrap,critical,hrfwin_broadband
S05,Sess01,MOTOR_EXECUTION-RIGHT,0.9908312447786133,1.0,0.9284939780005569,1.057961744639376,bootstrap,critical,hrfwin_broadband
S05,Sess01,MOTOR_IMAGERY-LEFT,0.9510085978835979,1.0000000000000004,0.8813921206108706,1.0248302218614718,bootstrap,critical,hrfwin_broadband
S05,Sess01,MOTOR_IMAGERY-RIGHT,1.0139922886738173,0.9987899402384068,0.9541029723991508,1.0906415669433185,bootstrap,critical,hrfwin_broadband
S05,Sess01,MOTOR_EXECUTION,0.9808626248817637,0.9999999999999998,0.9201640328150495,1.0419161914197799,bootstrap,critical,hrfwin_broadband
S05,Sess01,MOTOR_IMAGERY,0.9825004432787077,0.9993949701192036,0.9177475465050107,1.0577358944023951,bootstrap,critical,hrfwin_broadband
S05,Sess01,LEFT,0.960951301434256,1.0,0.8966131041202063,1.0253504300308278,bootstrap,critical,hrfwin_broadband
S05,Sess01,RIGHT,1.0024117667262153,0.9993949701192034,0.9412984751998539,1.0743016557913472,bootstrap,critical,hrfwin_broadband
S05,Sess01,LEFT_vs_RIGHT,-0.04146046529195935,0.0,-0.17768855167114084,0.08405195483097394,bootstrap,delta,hrfwin_broadband
S05,Sess01,IMAGERY_vs_EXECUTION,0.0016378183969439908,0.0,-0.1241686449147692,0.13757186158734558,bootstrap,delta,hrfwin_broadband
S05,Sess01,ME_LEFT_vs_ME_RIGHT,-0.019937239793699213,0.0,-0.14612765700983388,0.09737666019962676,bootstrap,delta,hrfwin_broadband
S05,Sess01,MI_LEFT_vs_MI_RIGHT,-0.06298369079021937,0.0,-0.2092494463324479,0.070727249462321,bootstrap,delta,hrfwin_broadband
