,F3,Pz,P4,CP2,AF3,AFz,PO8,P2
F3,0.35135135135135137,0.0,0.0,0.0,0.0,0.34594594594594597,0.3027027027027027,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AFz,0.35135135135135137,0.0,0.0,0.0,0.0,0.34594594594594597,0.3027027027027027,0.0
PO8,0.13238770685579196,0.0,0.0,0.0,0.0,0.13002364066193853,0.7375886524822695,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
