,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.2661290322580645,0.14516129032258066,0.12096774193548387,0.13709677419354838,0.016129032258064516,0.14516129032258066,0.07258064516129033,0.0967741935483871
caudalmiddlefrontal-rh,0.19540229885057472,0.3563218390804598,0.0,0.12643678160919541,0.0,0.21839080459770116,0.10344827586206896,0.0
parstriangularis-rh,0.16483516483516483,0.0,0.6043956043956044,0.06593406593406594,0.0,0.0,0.0,0.16483516483516483
precentral-rh,0.2463768115942029,0.15942028985507245,0.08695652173913043,0.21739130434782608,0.0,0.15942028985507245,0.043478260869565216,0.08695652173913043
rostralmiddlefrontal-lh,0.06666666666666667,0.0,0.0,0.0,0.7333333333333333,0.0,0.2,0.0
superiorparietal-rh,0.1650485436893204,0.1941747572815534,0.0,0.10679611650485436,0.0,0.3592233009708738,0.08737864077669903,0.08737864077669903
superiortemporal-lh,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.17333333333333334,0.13333333333333333,0.36,0.0
superiortemporal-rh,0.1917808219178082,0.0,0.2328767123287671,0.0821917808219178,0.0,0.1232876712328767,0.0,0.3698630136986301
