,T7,O2,FT10,Fp2,AF7,C6,FT8,AF8
T7,0.3409090909090909,0.0,0.0,0.3181818181818182,0.0,0.0,0.3409090909090909,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.8125,0.0,0.0,0.1875,0.0,0.0
Fp2,0.34210526315789475,0.0,0.0,0.3157894736842105,0.0,0.0,0.34210526315789475,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.5714285714285714,0.0,0.0,0.42857142857142855,0.0,0.0
FT8,0.3409090909090909,0.0,0.0,0.3181818181818182,0.0,0.0,0.3409090909090909,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
