,Fp1,F7,FT9,F8,Fp2,AF8,AF4,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5161290322580645,0.06451612903225806,0.0,0.0,0.0,0.0,0.41935483870967744
FT9,0.0,0.375,0.25,0.0,0.0,0.0,0.0,0.375
F8,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.48148148148148145,0.07407407407407407,0.0,0.0,0.0,0.0,0.4444444444444444
