,Fp1,T7,FT10,F4,F8,Fp2,AF7,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.5428571428571428,0.45714285714285713,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.5135135135135135,0.4864864864864865,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
