,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.26956521739130435,0.11304347826086956,0.22608695652173913,0.0,0.0,0.1565217391304348,0.23478260869565218,0.0
caudalmiddlefrontal-rh,0.10317460317460317,0.30952380952380953,0.10317460317460317,0.05555555555555555,0.2222222222222222,0.10317460317460317,0.10317460317460317,0.0
inferiorparietal-rh,0.12903225806451613,0.059907834101382486,0.46543778801843316,0.0,0.0,0.08294930875576037,0.2626728110599078,0.0
rostralmiddlefrontal-lh,0.0,0.09333333333333334,0.0,0.49333333333333335,0.09333333333333334,0.0,0.0,0.32
rostralmiddlefrontal-rh,0.0,0.3888888888888889,0.0,0.09722222222222222,0.5138888888888888,0.0,0.0,0.0
superiorfrontal-lh,0.16363636363636364,0.11818181818181818,0.16363636363636364,0.0,0.0,0.39090909090909093,0.16363636363636364,0.0
superiortemporal-rh,0.16666666666666666,0.07471264367816093,0.3275862068965517,0.0,0.0,0.10344827586206896,0.3275862068965517,0.0
supramarginal-lh,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.6923076923076923
