,P8,TP10,AF7,PO8,P6,TP8,F6,AF8
P8,0.5733333333333334,0.0,0.18666666666666668,0.0,0.0,0.0,0.04,0.2
TP10,0.0,0.24,0.005,0.24,0.24,0.24,0.03,0.005
AF7,0.21818181818181817,0.05454545454545454,0.2545454545454545,0.05454545454545454,0.05454545454545454,0.05454545454545454,0.03636363636363636,0.2727272727272727
PO8,0.0,0.24,0.005,0.24,0.24,0.24,0.03,0.005
P6,0.0,0.24,0.005,0.24,0.24,0.24,0.03,0.005
TP8,0.0,0.24,0.005,0.24,0.24,0.24,0.03,0.005
F6,0.1,0.125,0.1,0.125,0.125,0.125,0.2,0.1
AF8,0.23333333333333334,0.05,0.25,0.05,0.05,0.05,0.05,0.26666666666666666
