,P8,TP10,FT10,PO8,P6,TP8,F6,AF8
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.475,0.0,0.0,0.0,0.525,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.0,0.0,0.3559322033898305,0.0,0.0,0.0,0.6440677966101694,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.975609756097561
