,Fp1,T7,T8,FT10,Fp2,PO7,TP8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.5005165289256198,0.0,0.0,0.4994834710743802,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.47750865051903113,0.0,0.0,0.5224913494809689,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
