,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
parstriangularis-rh,0.18604651162790697,0.14728682170542637,0.050387596899224806,0.14728682170542637,0.14728682170542637,0.16279069767441862,0.0,0.15891472868217055
rostralmiddlefrontal-lh,0.09736842105263158,0.1763157894736842,0.10526315789473684,0.16842105263157894,0.15526315789473685,0.14473684210526316,0.0,0.15263157894736842
superiorfrontal-rh,0.05416666666666667,0.175,0.17083333333333334,0.175,0.15416666666666667,0.13333333333333333,0.0,0.1375
superiorparietal-lh,0.09819121447028424,0.17571059431524547,0.10594315245478036,0.17054263565891473,0.15503875968992248,0.14470284237726097,0.0,0.14987080103359174
superiorparietal-rh,0.10187667560321716,0.16353887399463807,0.09919571045576407,0.16621983914209115,0.16085790884718498,0.15281501340482573,0.0,0.1554959785522788
superiortemporal-lh,0.11602209944751381,0.1574585635359116,0.08839779005524862,0.1574585635359116,0.1574585635359116,0.16298342541436464,0.0,0.16022099447513813
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
supramarginal-lh,0.10803324099722991,0.16066481994459833,0.09141274238227147,0.16066481994459833,0.15789473684210525,0.15789473684210525,0.0,0.1634349030470914
