,paracentral-lh,parahippocampal-lh,parsopercularis-lh,parsorbitalis-rh,parstriangularis-lh,rostralmiddlefrontal-lh,temporalpole-lh,temporalpole-rh
paracentral-lh,0.4235294117647059,0.0,0.0,0.15294117647058825,0.023529411764705882,0.03529411764705882,0.0,0.36470588235294116
parahippocampal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
parsopercularis-lh,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0
parsorbitalis-rh,0.13402061855670103,0.0,0.010309278350515464,0.6185567010309279,0.07216494845360824,0.041237113402061855,0.0,0.12371134020618557
parstriangularis-lh,0.0,0.0,0.02531645569620253,0.08860759493670886,0.4810126582278481,0.4050632911392405,0.0,0.0
rostralmiddlefrontal-lh,0.02531645569620253,0.0,0.02531645569620253,0.05063291139240506,0.4430379746835443,0.45569620253164556,0.0,0.0
temporalpole-lh,0.0,0.0,0.2641509433962264,0.0,0.0,0.0,0.7358490566037735,0.0
temporalpole-rh,0.3173076923076923,0.0,0.0,0.125,0.019230769230769232,0.019230769230769232,0.0,0.5192307692307693
