,entorhinal-lh,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-lh,0.584070796460177,0.0,0.0,0.11504424778761062,0.3008849557522124,0.0,0.0,0.0
frontalpole-lh,0.0,0.6153846153846154,0.23076923076923078,0.04142011834319527,0.0,0.0650887573964497,0.047337278106508875,0.0
frontalpole-rh,0.0,0.15760869565217392,0.7065217391304348,0.02717391304347826,0.005434782608695652,0.043478260869565216,0.03804347826086957,0.021739130434782608
middletemporal-lh,0.06796116504854369,0.06796116504854369,0.06796116504854369,0.6893203883495146,0.10679611650485436,0.0,0.0,0.0
parahippocampal-lh,0.2980132450331126,0.0,0.006622516556291391,0.07947019867549669,0.5629139072847682,0.0,0.052980132450331126,0.0
parsorbitalis-lh,0.0,0.08620689655172414,0.0603448275862069,0.0,0.0,0.75,0.08620689655172414,0.017241379310344827
rostralanteriorcingulate-lh,0.0,0.04819277108433735,0.1566265060240964,0.0,0.12048192771084337,0.07228915662650602,0.6024096385542169,0.0
temporalpole-rh,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.9777777777777777
