,frontalpole-lh,inferiorparietal-lh,lateraloccipital-lh,paracentral-lh,posteriorcingulate-lh,superiorparietal-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.6375,0.1,0.0,0.025,0.0,0.15,0.0625,0.025
inferiorparietal-lh,0.140625,0.625,0.0,0.03125,0.0,0.171875,0.0,0.03125
lateraloccipital-lh,0.0,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0,0.0,0.0
paracentral-lh,0.034482758620689655,0.034482758620689655,0.04597701149425287,0.5287356321839081,0.05747126436781609,0.22988505747126436,0.04597701149425287,0.022988505747126436
posteriorcingulate-lh,0.0,0.0,0.0,0.15217391304347827,0.8478260869565217,0.0,0.0,0.0
superiorparietal-lh,0.125,0.07954545454545454,0.0,0.2159090909090909,0.0,0.5113636363636364,0.045454545454545456,0.022727272727272728
temporalpole-rh,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.803921568627451,0.13725490196078433
transversetemporal-rh,0.06666666666666667,0.06666666666666667,0.0,0.044444444444444446,0.0,0.06666666666666667,0.06666666666666667,0.6888888888888889
