,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.2111111111111111,0.06666666666666667,0.1111111111111111,0.0,0.0,0.2,0.2111111111111111,0.2
parsopercularis-lh,0.10294117647058823,0.4411764705882353,0.11764705882352941,0.029411764705882353,0.0,0.10294117647058823,0.10294117647058823,0.10294117647058823
parstriangularis-rh,0.13513513513513514,0.10810810810810811,0.22972972972972974,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.14864864864864866,0.13513513513513514
superiorfrontal-lh,0.0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.0,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.1111111111111111,0.044444444444444446,0.8444444444444444,0.0,0.0,0.0
superiorparietal-lh,0.2159090909090909,0.06818181818181818,0.10227272727272728,0.0,0.0,0.20454545454545456,0.20454545454545456,0.20454545454545456
superiortemporal-rh,0.2087912087912088,0.06593406593406594,0.12087912087912088,0.0,0.0,0.1978021978021978,0.2087912087912088,0.1978021978021978
supramarginal-rh,0.2159090909090909,0.06818181818181818,0.10227272727272728,0.0,0.0,0.20454545454545456,0.20454545454545456,0.20454545454545456
