,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.16129032258064516,0.06451612903225806,0.1774193548387097,0.14516129032258066,0.1774193548387097,0.14516129032258066,0.0,0.12903225806451613
entorhinal-lh,0.08695652173913043,0.4782608695652174,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0
frontalpole-rh,0.15384615384615385,0.09230769230769231,0.18461538461538463,0.13846153846153847,0.16923076923076924,0.13846153846153847,0.0,0.12307692307692308
lateraloccipital-rh,0.1694915254237288,0.05084745762711865,0.1694915254237288,0.15254237288135594,0.1694915254237288,0.15254237288135594,0.0,0.13559322033898305
medialorbitofrontal-lh,0.15625,0.078125,0.1875,0.140625,0.171875,0.140625,0.0,0.125
medialorbitofrontal-rh,0.1694915254237288,0.05084745762711865,0.1694915254237288,0.15254237288135594,0.1694915254237288,0.15254237288135594,0.0,0.13559322033898305
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rostralanteriorcingulate-rh,0.16363636363636364,0.03636363636363636,0.16363636363636364,0.16363636363636364,0.16363636363636364,0.16363636363636364,0.0,0.14545454545454545
