,caudalmiddlefrontal-rh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,paracentral-rh,rostralanteriorcingulate-rh,superiorfrontal-rh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.2,0.18181818181818182,0.2,0.2,0.0,0.21818181818181817,0.0
insula-rh,0.0,0.2037037037037037,0.18518518518518517,0.2037037037037037,0.2037037037037037,0.0,0.2037037037037037,0.0
lateralorbitofrontal-rh,0.0,0.2,0.18181818181818182,0.2,0.2,0.0,0.21818181818181817,0.0
medialorbitofrontal-rh,0.0,0.2,0.18181818181818182,0.2,0.2,0.0,0.21818181818181817,0.0
paracentral-rh,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365
rostralanteriorcingulate-rh,0.0,0.1896551724137931,0.1724137931034483,0.1896551724137931,0.1896551724137931,0.034482758620689655,0.22413793103448276,0.0
superiorfrontal-rh,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.5454545454545454
