,caudalanteriorcingulate-rh,frontalpole-lh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh
caudalanteriorcingulate-rh,0.1377825618945102,0.1377825618945102,0.116254036598493,0.1377825618945102,0.12701829924650163,0.1377825618945102,0.11194833153928956,0.09364908503767493
frontalpole-lh,0.1377825618945102,0.1377825618945102,0.116254036598493,0.1377825618945102,0.12701829924650163,0.1377825618945102,0.11194833153928956,0.09364908503767493
insula-rh,0.1321212121212121,0.1321212121212121,0.13090909090909092,0.1321212121212121,0.1321212121212121,0.1321212121212121,0.10303030303030303,0.10545454545454545
isthmuscingulate-rh,0.1377825618945102,0.1377825618945102,0.116254036598493,0.1377825618945102,0.12701829924650163,0.1377825618945102,0.11194833153928956,0.09364908503767493
medialorbitofrontal-lh,0.1346153846153846,0.1346153846153846,0.12217194570135746,0.1346153846153846,0.1334841628959276,0.1346153846153846,0.1074660633484163,0.09841628959276018
parahippocampal-rh,0.1377825618945102,0.1377825618945102,0.116254036598493,0.1377825618945102,0.12701829924650163,0.1377825618945102,0.11194833153928956,0.09364908503767493
posteriorcingulate-rh,0.13678618857901725,0.13678618857901725,0.1102257636122178,0.13678618857901725,0.12350597609561753,0.13678618857901725,0.13678618857901725,0.08233731739707835
rostralanteriorcingulate-lh,0.12960235640648013,0.12960235640648013,0.12960235640648013,0.12960235640648013,0.12960235640648013,0.12960235640648013,0.09425625920471281,0.12812960235640647
