,caudalmiddlefrontal-lh,parstriangularis-rh,postcentral-rh,precentral-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.14566929133858267,0.1141732283464567,0.1220472440944882,0.11811023622047244,0.1141732283464567,0.11811023622047244,0.14566929133858267,0.1220472440944882
parstriangularis-rh,0.13025210084033614,0.12184873949579832,0.12605042016806722,0.12605042016806722,0.12605042016806722,0.12184873949579832,0.12184873949579832,0.12605042016806722
postcentral-rh,0.08797653958944282,0.08504398826979472,0.17008797653958943,0.1348973607038123,0.14076246334310852,0.1436950146627566,0.08797653958944282,0.1495601173020528
precentral-rh,0.09433962264150944,0.09119496855345911,0.14465408805031446,0.14150943396226415,0.14465408805031446,0.14150943396226415,0.09433962264150944,0.14779874213836477
rostralmiddlefrontal-rh,0.09009009009009009,0.08708708708708708,0.14714714714714713,0.13813813813813813,0.15015015015015015,0.14714714714714713,0.08708708708708708,0.15315315315315314
superiortemporal-lh,0.08841463414634146,0.08536585365853659,0.1524390243902439,0.13414634146341464,0.14329268292682926,0.1524390243902439,0.08841463414634146,0.15548780487804878
superiortemporal-rh,0.14285714285714285,0.11583011583011583,0.12355212355212356,0.11583011583011583,0.11196911196911197,0.11969111969111969,0.15057915057915058,0.11969111969111969
supramarginal-lh,0.0911854103343465,0.0851063829787234,0.14893617021276595,0.13677811550151975,0.1458966565349544,0.14893617021276595,0.08814589665653495,0.15501519756838905
