,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-rh,paracentral-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
frontalpole-rh,0.1304585152838428,0.11844978165938864,0.12827510917030568,0.12336244541484716,0.12609170305676856,0.1222707423580786,0.12554585152838427,0.12554585152838427
lateraloccipital-rh,0.12099837221920781,0.12967986977753662,0.12099837221920781,0.12913727618014106,0.12371134020618557,0.12913727618014106,0.12154096581660337,0.12479652740097667
medialorbitofrontal-rh,0.1301969365426696,0.1187089715536105,0.12855579868708972,0.12363238512035012,0.12582056892778992,0.12253829321663019,0.12472647702407003,0.12582056892778992
paracentral-rh,0.12379935965848453,0.12379935965848453,0.12379935965848453,0.12860192102454643,0.12379935965848453,0.12593383137673425,0.12379935965848453,0.1264674493062967
pericalcarine-rh,0.12702702702702703,0.12,0.12594594594594594,0.12432432432432433,0.12756756756756757,0.12378378378378378,0.1254054054054054,0.12594594594594594
rostralanteriorcingulate-lh,0.12312633832976445,0.12419700214132762,0.12259100642398287,0.12740899357601712,0.12580299785867238,0.1279443254817987,0.12366167023554604,0.1252676659528908
rostralanteriorcingulate-rh,0.12698412698412698,0.11932129173508484,0.12588943623426382,0.12424740010946908,0.12588943623426382,0.12315270935960591,0.1291735084838533,0.12534209085933223
superiorparietal-rh,0.12701829924650163,0.12055974165769645,0.12701829924650163,0.12540365984930033,0.12540365984930033,0.12378902045209902,0.1232508073196986,0.12755651237890203
