,bankssts-rh,caudalanteriorcingulate-lh,cuneus-lh,frontalpole-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,temporalpole-rh
bankssts-rh,0.8556521739130435,0.0,0.01391304347826087,0.0,0.0,0.07304347826086957,0.019130434782608695,0.03826086956521739
caudalanteriorcingulate-lh,0.0,0.6469933184855234,0.17817371937639198,0.0,0.06904231625835189,0.008908685968819599,0.08797327394209355,0.008908685968819599
cuneus-lh,0.00857843137254902,0.19362745098039216,0.741421568627451,0.0,0.0428921568627451,0.0,0.013480392156862746,0.0
frontalpole-rh,0.0,0.0,0.0,0.8687315634218289,0.0,0.07227138643067847,0.03687315634218289,0.022123893805309734
isthmuscingulate-rh,0.0,0.09253246753246754,0.056818181818181816,0.0,0.7613636363636364,0.0,0.08928571428571429,0.0
paracentral-lh,0.06310013717421124,0.009602194787379973,0.0,0.06172839506172839,0.0,0.8257887517146777,0.0,0.039780521262002745
parahippocampal-rh,0.014332965821389196,0.09151047409040794,0.014332965821389196,0.020948180815876516,0.07386990077177508,0.0,0.7188533627342889,0.06615214994487321
temporalpole-rh,0.03225806451612903,0.011730205278592375,0.0,0.021994134897360705,0.0,0.045454545454545456,0.08211143695014662,0.8064516129032258
