,cuneus-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,superiorparietal-rh,temporalpole-rh
cuneus-rh,0.1328125,0.125,0.125,0.1171875,0.1171875,0.125,0.140625,0.1171875
isthmuscingulate-rh,0.12727272727272726,0.15454545454545454,0.13636363636363635,0.10909090909090909,0.10909090909090909,0.11818181818181818,0.13636363636363635,0.10909090909090909
lateraloccipital-rh,0.12844036697247707,0.14678899082568808,0.13761467889908258,0.11009174311926606,0.11009174311926606,0.11926605504587157,0.13761467889908258,0.11009174311926606
pericalcarine-lh,0.13178294573643412,0.10852713178294573,0.10852713178294573,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.12403100775193798,0.13178294573643412
pericalcarine-rh,0.13178294573643412,0.10852713178294573,0.10852713178294573,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.12403100775193798,0.13178294573643412
rostralanteriorcingulate-lh,0.136,0.12,0.12,0.12,0.12,0.128,0.136,0.12
superiorparietal-rh,0.13008130081300814,0.13821138211382114,0.13008130081300814,0.11382113821138211,0.11382113821138211,0.12195121951219512,0.13821138211382114,0.11382113821138211
temporalpole-rh,0.13178294573643412,0.10852713178294573,0.10852713178294573,0.13178294573643412,0.13178294573643412,0.13178294573643412,0.12403100775193798,0.13178294573643412
