,FC1,TP9,FT10,Fp2,AF7,AF3,AF8,FCz
FC1,0.25,0.0,0.25833333333333336,0.0,0.0,0.23333333333333334,0.25833333333333336,0.0
TP9,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.45
FT10,0.2421875,0.0,0.265625,0.0,0.0,0.2421875,0.25,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.24,0.0,0.264,0.0,0.0,0.264,0.232,0.0
AF8,0.23387096774193547,0.0,0.24193548387096775,0.0,0.0,0.21774193548387097,0.3064516129032258,0.0
FCz,0.0,0.5263157894736842,0.0,0.0,0.0,0.0,0.0,0.47368421052631576
